Hate_Speech,Counter_Narrative,Counter_Type,Target_Group
"اینایی که توایران زندگی‌ میکنن خیلی خوش‌شانسن
هر‌جای دیگه دنیا توش همزمان،حکومت قاتل،زامبیای آتش به اختیار،کصدستای هواپیمای مسافربری‌زن،اسیدپاشا،پدرای دخترکش،سیل،زلزله،آتش‌سوزی،خشکسالی،آلودگی‌هوا،ریزگرد،حمله ملخ،کرونا،کمبوددارو وبی‌پولی واسترس وجود داشت تاالان خالی ازسکنه شده‌بود",این یک حقیقت تلخ هست که ایران علی رغم داشتن مردمانی باهوش و با فرهنگ، جای خوبی برای زندگی نیست. پس ما وظیفه داریم تا جایی که میتوانیم با همبستگی خود سعی بر تغییر این وضعیت داشته باشیم.,Positive response,گروه ملیتی
حکومتهای جاهلیت مثل حکومت جاهلیت شرکای اشرار فرقه فارسیسم اشغالگر ایران بر آمده از علوم بی منطق جاهلیت سنتی اعراب، هرگز در رفرم حقیقی و منطقی نمیگنجند و اصلاح پذیر نیستند و اصلاح پذیر نمیشوند بایستی از بیخ و بن ریشه کن و حذف کرد و به آشغالدان تاریخ سپرد.,بیا به جای نفرت پراکنی، مردم را با مطالب درست آگاه کنیم.,Positive response,گروه ملیتی
برای احمقای افغانی تاسف میخورید برای عقل کم خودتون تاسف بخورید که دارید برای چهارتا کودن بی خایه متجاوز سینه میزنید بیگانه پرستای بدبخت,افغانی ها هم مثل ما انسان هستند و ما باید نگران حال انسان های دیگر چه افغانی و چه ایرانی باشیم. چرا که بنی آدم اعضای یک پیکرند.,Positive response,گروه ملیتی
#مخارق #اسلام عقده ای ترین دین است زیرا از خوشحالی مسی هم برای نژادپرستی استفاده کردند خود اوهم ناراحت بود نمیتوانست بکند نمیتوانست تحمل کنداین عربها همه عقده ای وتبعیدی۳قاره باجرائم خیلی کثیفند چگونه بی معجزه با کتابی با داستانهای انبیای بنی اسراییل پذیرفتید؟ از جام جهانی یک عْبا.,ولی من این عقیده را دارم که باید از فوتبال لذت برد و به آن دید خالی از نفرت داشت.,Positive response,گروه ملیتی
"#PrinceRezaPahlavi 
فرهنگ ایرانی قبل از یورش اعراب در مواقع بحرانها این بود
من از بینوایی نیم روی زرد    غم بینوایان رخم زرد کرد
اما کرونا نشان داد که ج ا در طول 41 سال اغلب کاسبان و بازاریان را مانند مسئولین  بیشرف و پست فطرت و فرومایهکرده است

شرم",فرهنگ ایرانی همیشه غالب بوده بر ظلم و ستم. کافیست ما به جای وقت تلف کردن با نفرت پراکنی، به دنبال را هحل درست برای تغییر مثبت باشیم.,"Positive response, Denouncing",گروه ملیتی
"من نمی‌خوام واسه آزادی تو هزینه بدم هم‌وطن.
راستش من اصلا می‌خوام سر به تنت نباشه هم‌وطن.
من حس می‌کنم این وطن بدون تو جای بهتری می‌شه هم‌وطن.
کاش زودتر بمیری هم‌وطن.",بنظرم هیچ کدوم از این حرف ها را از ته دلت نمیگی، چرا که یک ایرانی واقعی تحمل درد کشیدن هموطن خود را ندارد.,Positive response,گروه ملیتی
"عکسای مسی با عبا و جام واقعا ترسناکن :/
کیرم تو اسلام و فرهنگ مردم قطر و اون لباس عن",بنظرم زیاد نباید مسائل فوتبال را جدی بگیریم. بهتر نیست دور هم جمع بشیم و صرفا برای سرگرمی از فوتبال لذت ببریم؟,"Positive response, Counter questions",گروه ملیتی
"آهان در راستای عبا و مسی، خواستم بگم این خارجی ها کلا کسخل ان، با این چیزا حال می کنن. مثلا میری تیندر می بینی طرف زده میدل ایسترن بعد می پرسی می گه نه من صد در صد کاتانیایی ام:/ 
به هر حال این چیزا بیشتر نفرین ه تا یا چیز کول، ولی خب حالا خیلی اصرار دارید قابلتون رو نداره",خب اینکه خیلی مسئله جالبیه! چرا باید مسخره بکنیم؟,Counter questions,گروه ملیتی
"رتبه نخست حرام زادگی کم نبود، حالا فرانسه می‌خواد زنای با محارم رو هم قانونی کنه!
نکبت بر شما که به اسم آزادی هر جور کثافتکاری رو به رسمیت می شناسین",این خبر معتبره؟ اصلا منبع این حرفت چیه؟,Counter questions,گروه ملیتی
"عربای ملخ خور دارند دیوار خورشیدی و شهر هوشمند میسازن
ما ایرانیای متمدن داریم بحث میکنیم با پای راست بریم برینیم یا پای چپ
#ریدم_تو_اسلام
#ریدم_به_محمد_و_آل_محمد",بعضی از حرف های گفته شده در مجازی که صرفا شوخی بیش نیستند. اتفاقا ایران به دلیل داشتن باهوش ترین افراد دنیا، روز به روز در حال پیشرفت چشمگیریه. مخصوصا در حوزه پزشکی,Fact-based,گروه ملیتی
"به کوری چشم ج.ا و اربابش روسیه، اروپا از بحران انرژی سربلند بیرون آمده و خواهد آمد. اکنون پوتینِ بدبخت دچار کسری بودجه شده و ج.ا عزا گرفته که گاز نداره ..
علت عزتِ اروپا اتکا به دانش و دانشگاهیان و عاملِ ذلتِ ج.ا، توهم و به کارگیری پخمگانِ طراح مستعان است.
#بحران_انرژی",خداروشکر که مشکل اروپا حل شده. ولی بهتر هست انتقادت از ج ا را در قالب ادب بیان کنی تا سازنده تر باشد.,Positive response,گروه ملیتی
#حمید_علیمی یک مداح بی سواد است که سبک زندگی زینبی رو به سبک زندگی غربی فروخت! از نظر اینها راه و روشی که غرب وحشی -برهنگی- جلوی بشر گذاشته ار راه حلی که پیامبر و 5 تن آل عبا علیهم السلام -حجاب- مقابل بشر گذاشته بهتره!,ما نمیتوانیم بگویییم که صد در صد عقاید ما درست و عقاید بقیه اشتباه هست. یاد بگیریم بر تصمیمات دیگران احترام بگذاریم.,"Positive response, Denouncing",گروه ملیتی
"آزادی بیان به سبک اروپاییها یعنی توهین به اعتقادات و باورهای مسلمانان جهان
توهین به رهبر مسلمانان جهان
سگ تو روح آزادی بیانتون
از وقتی حرف از آزادی بیان زدید دنیارو ویران کردید
#CharlieHebdo",اینطوری که تو فکر میکنی نیست. بنظرم تو جبهه گرفتی و چشم بر حقاقیق بستی. بهتر هست یکم بیشتر راجب این موضوع تحقیق کنی.,"Positive response, Denouncing",گروه ملیتی
"روسیه در در طول تاریخ یک متجاوز بوده، الانم متجاوزه، و در آینده هم متجاوز خواهد بود، چون اساسا روس ها کثیف ترین موجودات دنیا هستن، شکست یا پیروز نشدن روسیه در اوکراین، نتایج فوق العاده ای برای ما خواهد داشت.

#مرگ_بر_روسیه",به خاطر یک سری مسائل سیاسی نباید به یک کشور گارد بگیریم. سیاست همیشه در حال تغییر هست و ما باید یاد بگیریم تا دوستی و صلح را با ملیت های دیگر بدست بیاریم.,"Positive response, Denouncing",گروه ملیتی
